day,date,title,scripture,verse,pdf_page
314,十一月十日,付款之前先禱告,「直到現在，你們並沒有奉我的名求過甚麼；你們求，就得到，好讓你們的喜樂滿溢。」,約翰福音16:24（現代中文譯本修訂版）,328
315,十一月十一日,服侍令人生滿有意義,「誰想在你們當中為大，誰就該做你們的僕人。」,馬太福音20:26（中文標準譯本）,329
316,十一月十二日,總要説真話,「隱藏真相的人惹動糾紛。」,箴言10:10（現中修訂版）,330
317,十一月十三日,你的靈命會在羣體裏成長,「我們要設法激勵大家彼此相愛、行善；不可像某些人那樣忽略聚會，倒要彼此鼓勵，特別是主再來的日子越來越近了。」,希伯來書10:24-25（新普及譯本）,331
318,十一月十四日,上帝對你的感覺,「上帝早在奠下世界根基之前就把我們放在心上，以我們為他愛的焦點。」,以弗所書1:4（信息本意譯）,332
319,十一月十五日,為甚麼你在艱難時期需要他人,「因為我知道，藉著你們的祈求和耶穌基督的靈的幫助，我一定會得到釋放。」,腓立比書1:19（新譯本）,333
320,十一月十六日,選擇你的準則,「他們陷在無望的混亂當中。他們的思想充滿了黑暗，他們還封閉自己的思想，硬著心腸對抗上帝⋯⋯他們不知羞恥。」,以弗所書4:17-19（新普及譯本）,334
321,十一月十七日,奉耶穌的名禱告,「無論你們奉我的名祈求甚麼，我都會成全，好讓子為父帶來榮耀。儘管奉我的名祈求吧，我必會成全！」,約翰福音14:13-14（新普及譯本）,335
322,十一月十八日,不要讓閒言閒語破壞你的人際關係,「愛傳閒話的，到處泄漏隱私；值得信賴的，能夠保守秘密。」,箴言11:13（新普及譯本）,336
323,十一月十九日,怨恨會扼殺喜樂,「要留心不要讓苦澀的毒根長起來滋擾你們，敗壞許多人。」,希伯來書12:15（新普及譯本）,337
324,十一月二十日,管理你的選擇,「你們說『我甚麼事都可以做』，但並非每件事都對你們有好處。儘管『我甚麼事都可以做』，我卻不可成為任何東西的奴隸。」,哥林多前書6:12（新普及譯本）,338
325,十一月二十一日,上帝會滿足你的需要,「既然上帝連自己的兒子都沒有留下，而是為我們眾人把他交了出來，他豈不會把其他一切都賜給我們嗎？」,羅馬書8:32（新普及譯本）,339
326,十一月二十二日,你的人生是個考驗,「在上帝面前任何受造之物都無法隱藏，萬物在他眼前赤露敞開，而我們要交賬的對象正是他。」,希伯來書4:13（新普及譯本）,340
327,十一月二十三日,耶穌正在為你祈禱,「那誰能定我們的罪呢？誰也不能，因為基督耶穌為我們死了，又為我們復活了，現今他正坐在上帝右邊那尊貴的座位上，為我們代求。」,羅馬書8:34（新普及譯本）,341
328,十一月二十四日,攜手合作，我們就會成就更多,「兩個人總比一個人好，因為兩個人合作效果更好。」,傳道書4:9（現代中文譯本修訂版）,342
329,十一月二十五日,騰出時間來服侍,「如果你們自以為了不起，不屑去幫助他人，你們就是自欺，你們其實算不了甚麼。」,加拉太書6:3（新普及譯本）,343
330,十一月二十六日,如果你有智慧，你就不會偽裝,「至於從天上來的智慧，首先是純潔的，其次是和平的，溫柔的，謙遜的，滿有恩慈和善果，沒有偏袒，沒有虛偽。」,雅各書3:17（新譯本）,344
331,十一月二十七日,遇到困難時，要信靠上帝的應許,「一連好幾天見不到太陽和星星，又有暴風雨催逼著，最後我們連獲救的希望都斷絕了。那時，大家已經很久沒有吃東西了，保羅站在他們當中說：『⋯只是現在我勸你們振作起來，因為你們當中不會有人失去性命，不過會失去這條船。』」,使徒行傳27:20-22（中文標準譯本）,345
332,十一月二十八日,上帝要你去寬恕他人,「⋯⋯要彼此善待，有溫柔的心，互相饒恕，正如上帝藉着基督饒恕了你們一樣。」,以弗所書4:32（新普及譯本）,346
333,十一月二十九日,拖延的問題,「一切勞苦都有益處，嘴上空談引致貧窮。」,箴言14:23（新譯本）,347
334,十一月三十日,耶穌就是上帝拯救的意思,「她要生一個兒子，你要給他起名叫耶穌―意思是「主拯救」―因為他要把自己的子民從罪惡中拯救出來。」,馬太福音1:21（新普及譯本）,348
335,十二月一日,尋求耶穌是值得的,「耶穌誕生在猶太的伯利恆。當時，有幾位從東方來的智者到了耶路撒冷。」,馬太福音2:1（新普及譯本）,350
336,十二月二日,將一切獻給上帝,「耶路撒冷城牆舉行奉獻典禮的時候，⋯他們稱謝、歌唱、敲鈸、彈琴鼓瑟，歡歡喜喜地舉行奉獻典禮。」,尼希米記12:27（新譯本）,351
337,十二月三日,單單信靠上帝,「這可憐又上當受騙的傻瓜竟以爐灰為食物，他所信靠的根本不能幫助他。然而他已不能自拔，不會問：『我手中的這個偶像是一個謊言嗎？』」,以賽亞書44:20（新普及譯本）,352
338,十二月四日,不要讓你的憤怒令你犯罪,「你們若發脾氣，不可因這脾氣而犯罪；也不可生一整天的氣，不可讓魔鬼有機可乘。」,以弗所書4:26-27（現中修訂版）,353
339,十二月五日,責任,「所以，你們的生活要謹慎，不要像那不知道人生意義與目的的人，卻要像那明白這些事的人。」,以弗所書5:15（PHILLIPS意譯）,354
340,十二月六日,如何結出常存的果子,「不是你們揀選了我，而是我揀選了你們，並且分派你們去結果子，就是結常存的果子。」,約翰福音15:16（新譯本）,355
341,十二月七日,耶穌為你而來,「上帝差遣他獨一的兒子來到世上，使我們可以藉着他得到永生，這就顯明上帝愛我們有多深。」,約翰一書4:9（新普及譯本）,356
342,十二月八日,全心全意地愛上帝,「最重要的誡命就是：『⋯你要盡心，盡性，盡意，盡力愛上主你的上帝。』」,馬可福音12:29-30（新普及譯本）,357
343,十二月九日,三思而行,「明白事理的，不輕易發怒；急躁易怒的，盡顯愚昧。」,箴言14:29（新普及譯本）,358
344,十二月十日,與你的創造者對話,「我愛上主，因他聆聽我的聲音和我呼求憐憫的禱告。他既俯身傾聽，只要我一息尚存，就仍要禱告！」,詩篇116:1-2（新普及譯本）,359
345,十二月十一日,克制你的自由,「然而你們要謹慎，免得你們這自由成了軟弱的人的絆腳石。」,哥林多前書8:9（新譯本）,360
346,十二月十二日,你的良心很重要,「做為自由人，你們不可拿自由當做惡事的藉口。」,彼得前書2:16（中文標準譯本）,361
347,十二月十三日,你的生活需要平衡,「你們早起晚睡，辛勞工作，為飲食勞碌，都是枉然；上帝必使他所愛的人安歇。」,詩篇127:2（新普及譯本）,362
348,十二月十四日,道成肉身,「他們到達以後，嬰孩出生的時候到了，她就生下頭胎的兒子⋯⋯耶穌的智慧和身量不斷增長，上帝和眾人對他的喜愛也與日俱增。」,"路加福音2:6-7,52（新普及譯本/意譯）",363
349,十二月十五日,律法主義的生活,「我不再依靠自己通過遵守律法而得來的義，而是通過相信基督而成為義人，因為上帝使我們跟他恢復正確關係的方法，取決於信心。」,腓立比書3:9（新普及譯本）,364
350,十二月十六日,誰是你的供應者？,「我的杯中之福滿溢。我一生的日子，你的恩惠和慈愛必會緊緊跟隨著我。」,詩篇23:5-6（新普及譯本）,365
351,十二月十七日,放慢腳步，享受這一刻,「人應當吃喝享受他們辛勞的成果，這都是上帝賜下的禮物。」,傳道書3:13（新普及譯本）,366
352,十二月十八日,你的工作並不是你的價值,「我又發現：人勞碌工作，追求功名，是因為羨慕鄰人。」,傳道書4:4（現代中文譯本修訂版）,367
353,十二月十九日,不要操勞過度,「你有六天可以工作；第七天是分別歸我的安息日。」,"出埃及記20:9,10（現代中文譯本修訂版）",368
354,十二月二十日,你的良心很重要,「做為自由人，你們不可拿自由當做惡事的藉口。」,彼得前書2:16（中文標準譯本）,361
355,十二月二十一日,如何得人如得魚,「耶穌召喚他們說：『來，跟從我，我要教你們怎樣得人如得魚！』」,馬太福音4:19（新普及譯本）,370
356,十二月二十二日,祈求更大的愛,「願主使你們彼此之間的愛和對他人的愛一齊增長，甚至滿溢出來，就像我們愛你們一樣。」,帖撒羅尼迦前書3:12（當代譯本）,371
357,十二月二十三日,轉化,「你們不要效法世人的行為和習俗，卻要讓上帝更新你們的思想，使你們轉變成新人。」,羅馬書12:2（新普及譯本）,372
358,十二月二十四日,別再論斷別人,「我們各人都要各自向上帝交賬。所以不要再互相指責了。」,羅馬書14:12-13（新普及譯本）,373
359,十二月二十五日,上帝給你的禮物,「感謝神，他的恩賜難以形容。」,哥林多後書9:15（新譯本）,374
360,十二月二十六日,立志持守上帝的標準,「人怎樣才能保持純潔？就是要遵從祢的話語而活。」,詩篇119:9（NIV84意譯）,375
361,十二月二十七日,驕傲的危險,「邪惡的人心高氣傲，不求告上帝；他心目中沒有上帝。」,詩篇10:4（現代中文譯本修訂版）,376
362,十二月二十八日,你的自由選擇,「看啊，今天我把祝福和詛咒擺在你們面前，讓你們選擇！」,申命記11:26（新普及譯本）,377
363,十二月二十九日,與智慧人同行,「跟智慧人同行，必得智慧；跟愚昧人為友，必受連累。」,箴言13:20（新普及譯本）,378
364,十二月三十日,認罪,「赦免我們的罪債，好像我們饒恕了得罪我們的人。」,馬太福音6:12（新譯本）,379
365,十二月三十一日,堅持禱告,「無論何時何地，你們都要在聖靈裏禱告；要保持警醒，並要堅持為各地的信徒代禱。」,以弗所書6:18（新普及譯本）,380
